,程度级别词语（中文）,负面评价词语（中文）,负面情感词语（中文）,正面评价词语（中文）,正面情感词语（中文）,主张词语（中文）
龃龉,0,1,0,0,0,0
信息丰富,0,0,0,1,0,0
名不副实,0,1,0,0,0,0
强,1,1,0,1,0,0
明畅,0,0,0,1,0,0
茵茵,0,0,0,1,0,0
赅博,0,0,0,1,0,0
花,0,1,0,1,0,0
跋扈,0,1,0,0,0,0
亮闪闪,0,0,0,1,0,0
无端,0,1,0,0,0,0
朦朦胧胧,0,1,0,0,0,0
诃,0,0,1,0,0,0
五大三粗,0,0,0,1,0,0
拘礼,0,1,0,0,0,0
圣洁,0,0,0,1,0,0
众目睽睽,0,0,0,1,0,0
甘甜,0,0,0,1,0,0
小儿科,0,1,0,0,0,0
妍,0,0,0,1,0,0
平,0,0,0,1,0,0
麻麻亮,0,0,0,1,0,0
精美,0,0,0,1,0,0
瓦亮,0,0,0,1,0,0
粼粼,0,0,0,1,0,0
密不透风,0,1,0,0,0,0
叹羡,0,0,0,0,1,0
眼光短浅,0,1,0,0,0,0
不胜,1,1,0,0,0,0
乱纷纷,0,1,0,0,0,0
面带嗔色,0,0,1,0,0,0
怒冲冲,0,0,1,0,0,0
轻轻,0,0,0,1,0,0
漂浮,0,1,0,0,0,0
工稳,0,0,0,1,0,0
厌腻,0,0,1,0,0,0
欢实,0,0,0,1,0,0
显达,0,0,0,1,0,0
没怎么,1,0,0,0,0,0
孑然,0,1,0,0,0,0
细针密缕,0,0,0,1,0,0
感到,0,0,0,0,0,1
饶人,0,0,1,0,0,0
漫漶,0,1,0,0,0,0
顶天立地,0,0,0,1,0,0
灯火辉煌,0,0,0,1,0,0
求实,0,0,0,1,0,0
荒唐,0,1,0,0,0,0
寡言少语,0,1,0,0,0,0
希罕,0,0,0,0,1,0
亲昵,0,0,0,1,0,0
坏脾气,0,1,0,0,0,0
{perception|感知},0,0,0,0,0,1
吉利,0,0,0,1,0,0
盖帽,0,0,0,1,0,0
臭骂,0,0,1,0,0,0
忠信,0,0,0,1,0,0
三思而后行,0,0,0,1,0,0
熙来攘往,0,0,0,1,0,0
畅达,0,0,0,1,0,0
赤忱,0,0,0,1,0,0
碜,1,1,0,0,0,0
膜拜,0,0,0,0,1,0
花团锦簇,0,0,0,1,0,0
喜眉笑眼,0,0,0,0,1,0
流畅,0,0,0,1,0,0
彷徨,0,0,1,0,0,0
音调优美,0,0,0,1,0,0
碍事,0,0,0,1,0,0
气吞山河,0,0,0,1,0,0
恸,0,0,1,0,0,0
持平,0,0,0,1,0,0
催人奋进,0,0,0,1,0,0
垂涎三尺,0,0,0,0,1,0
不受欢迎,0,1,0,0,0,0
虚无飘渺,0,1,0,0,0,0
more,1,0,0,0,0,0
跃跃欲试,0,0,0,0,1,0
睨,0,1,0,0,0,0
有财产,0,0,0,1,0,0
认真,0,0,0,1,0,0
戆直,0,0,0,1,0,0
忻,0,0,0,0,1,0
不好客,0,1,0,0,0,0
壮,0,0,0,1,0,0
木,0,1,0,0,0,0
性情急躁,0,1,0,0,0,0
过逾,1,0,0,0,0,0
简慢,0,1,0,0,0,0
才高八斗,0,0,0,1,0,0
油汪汪,0,1,0,1,0,0
粗拉,0,1,0,0,0,0
省俭,0,0,0,1,0,0
笨拙,0,1,0,0,0,0
闷沉沉,0,0,1,0,0,0
暗里,0,1,0,0,0,0
坏情,0,0,1,0,0,0
起绉,0,1,0,0,0,0
敲边鼓,0,0,0,0,1,0
心猿意马,0,1,0,0,0,0
和祥,0,0,0,1,0,0
崭新,0,0,0,1,0,0
忌恨,0,0,1,0,0,0
快意,0,0,0,0,1,0
昭然若揭,0,0,0,1,0,0
义正词严,0,1,0,0,0,0
服服帖帖,0,0,0,1,0,0
怅然若失,0,0,1,0,0,0
泛,0,1,0,0,0,0
热情洋溢,0,0,0,1,0,0
心虚,0,0,1,0,0,0
精密,0,0,0,1,0,0
汗颜,0,0,1,0,0,0
魄散魂飞,0,0,1,0,0,0
浊,0,1,0,0,0,0
卓越,0,0,0,1,0,0
乖,0,0,0,1,0,0
清湛,0,0,0,1,0,0
发作,0,0,1,0,0,0
殷殷,0,0,0,1,0,0
无涵养,0,1,0,0,0,0
低价位,0,0,0,1,0,0
保存良好,0,0,0,1,0,0
惨绝人寰,0,1,0,0,0,0
雷打不动,0,0,0,1,0,0
深挚,0,0,0,1,0,0
悄然,0,0,0,1,0,0
精力枯竭,0,1,0,0,0,0
欢愉,0,0,0,0,1,0
惬,0,0,0,0,1,0
至关重大,0,0,0,1,0,0
厌恨,0,0,1,0,0,0
混账,0,1,0,0,0,0
妒羡,0,0,0,0,1,0
贯注,0,0,0,0,1,0
急,0,0,1,0,1,0
干巴巴,0,1,0,0,0,0
轻佻,0,1,0,0,0,0
丢三落四,0,1,0,0,0,0
鬼斧神工,0,0,0,1,0,0
836,0,0,0,0,1,0
应承,0,0,0,0,1,0
难,0,1,1,0,0,0
岌岌可危,0,1,0,0,0,0
虔心,0,0,0,1,0,0
混混沌沌,0,1,0,0,0,0
区区,0,1,0,0,0,0
溜号,0,1,0,0,0,0
亦然,0,0,0,1,0,0
万夫不当,0,0,0,1,0,0
奖罚分明,0,0,0,1,0,0
战斗,0,0,0,1,0,0
缥缈,0,1,0,0,0,0
优裕,0,0,0,1,0,0
至高无上,0,0,0,1,0,0
绮,0,0,0,1,0,0
不适于居住,0,1,0,0,0,0
齐刷刷,0,0,0,1,0,0
荟,0,0,0,1,0,0
不可一世,0,1,0,0,0,0
靠不住,0,1,0,0,0,0
打千,0,0,0,0,1,0
针砭,0,0,1,0,0,0
和易,0,0,0,1,0,0
栩栩如活,0,0,0,1,0,0
雅静,0,0,0,1,0,0
两袖清风,0,0,0,1,0,0
秀挺,0,0,0,1,0,0
说来话长,0,1,0,0,0,0
肉墩墩,0,0,0,1,0,0
洒脱,0,0,0,1,0,0
乳臭未干,0,1,0,0,0,0
不宁,0,1,0,0,0,0
因时制宜,0,0,0,1,0,0
厝火积薪,0,1,0,0,0,0
长篇大论,0,1,0,0,0,0
生疏,0,1,0,0,0,0
高深莫测,0,0,0,1,0,0
冒尖,0,0,0,1,0,0
肮脏,0,1,0,0,0,0
调谐,0,0,0,1,0,0
迎迓,0,0,0,0,1,0
高档,0,0,0,1,0,0
良性,0,0,0,1,0,0
索然,0,1,0,0,0,0
欲哭无泪,0,0,1,0,0,0
活络,0,0,0,1,0,0
时兴,0,0,0,1,0,0
荡,0,1,0,0,0,0
饶有兴趣,0,0,0,0,1,0
目光短浅,0,1,0,0,0,0
迷蒙蒙,0,1,0,0,0,0
疯疯癫癫,0,1,0,0,0,0
懔,0,0,1,1,0,0
百炼成钢,0,0,0,1,0,0
春意融融,0,0,0,1,0,0
高人一等,0,0,0,1,0,0
恣,0,1,0,0,0,0
使人愉快,0,0,0,1,0,0
乱真,0,1,0,0,0,0
格外,1,0,0,0,0,0
铿锵,0,0,0,1,0,0
山南海北,0,1,0,0,0,0
杂沓,0,1,0,0,0,0
吃不开,0,1,0,0,0,0
如临大敌,0,1,0,0,0,0
轻盈,0,0,0,1,0,0
用得着,0,0,0,1,0,0
灵透,0,0,0,1,0,0
合适,0,0,0,1,0,0
倒胃口,0,1,0,0,0,0
野蛮,0,1,0,0,0,0
幽丽,0,0,0,1,0,0
没心没肺,0,1,0,0,0,0
清脆,0,0,0,1,0,0
惊诧,0,0,1,0,0,0
手舞足蹈,0,0,0,0,1,0
乱蓬蓬,0,1,0,0,0,0
素昧平生,0,1,0,0,0,0
宽松,0,0,0,1,1,0
清彻,0,0,0,1,0,0
顺畅,0,0,0,1,0,0
寒伧,0,1,0,0,0,0
旺,0,0,0,1,0,0
朝拜,0,0,0,0,1,0
发怔,0,0,1,0,0,0
下品,0,1,0,0,0,0
悬空,0,1,0,0,0,0
圆浑,0,0,0,1,0,0
偏颇,0,1,0,0,0,0
觊,0,0,0,0,1,0
惊慌,0,0,1,0,0,0
慈悲为怀,0,0,0,1,0,0
同意,0,0,0,0,1,0
凤毛麟角,0,0,0,1,0,0
荆棘载途,0,1,0,0,0,0
全心全意,0,0,0,1,0,0
豁达,0,0,0,1,0,0
和缓,0,0,0,1,0,0
担惊受怕,0,0,1,0,0,0
兴隆,0,0,0,1,0,0
陈旧,0,1,0,0,0,0
骂得狗血淋头,0,0,1,0,0,0
憷,0,0,1,0,0,0
坚韧不拔,0,0,0,1,0,0
钟情,0,0,0,0,1,0
混淆不清,0,1,0,0,0,0
抓瞎,0,0,1,0,0,0
谅,0,0,1,0,0,0
沁入肺腑,0,0,0,1,0,0
昭然,0,0,0,1,0,0
叫好,0,0,0,0,1,0
责,0,0,1,0,0,0
愧恨,0,0,1,0,0,0
闷闷,0,0,1,0,0,0
急不可待,0,1,0,0,0,0
憎,0,0,1,0,0,0
不透明,0,1,0,0,0,0
光辉灿烂,0,0,0,1,0,0
毫厘不差,0,0,0,1,0,0
明理,0,0,0,1,0,0
失检,0,1,0,0,0,0
脚踏实地,0,0,0,1,0,0
精妙,0,0,0,1,0,0
大,0,1,0,1,0,0
实意,0,0,0,1,0,0
和蔼,0,0,0,1,0,0
有钱,0,0,0,1,0,0
直肠子,0,0,0,1,0,0
神不知，鬼不觉,0,1,0,0,0,0
愧恧,0,0,1,0,0,0
倾斜,0,1,0,0,1,0
叹,0,0,0,0,1,0
说妥,0,0,0,0,1,0
不方便,0,1,0,0,0,0
不可救药,0,1,0,0,0,0
专制,0,1,0,0,0,0
懂行,0,0,0,1,0,0
弘大,0,0,0,1,0,0
忘乎所以,0,0,0,0,1,0
淫,0,1,0,0,0,0
心胸狭隘,0,1,0,0,0,0
见机,0,0,0,1,0,0
喜上心头,0,0,0,0,1,0
有恒,0,0,0,1,0,0
有所作为,0,0,0,1,0,0
友,0,0,0,1,0,0
贪恋,0,0,0,0,1,0
死性,0,1,0,0,0,0
悄声,0,0,0,1,0,0
婉顺,0,0,0,1,0,0
惨痛,0,1,1,0,0,0
小,0,1,0,1,0,0
荒乱,0,1,0,0,0,0
板正,0,0,0,1,0,0
敞口,0,0,0,1,0,0
精采,0,0,0,1,0,0
偏斜,0,1,0,0,0,0
惶惶不安,0,0,1,0,0,0
管事,0,0,0,1,0,0
洪,0,0,0,1,0,0
含蓄,0,1,0,1,0,0
朦胧,0,1,0,0,0,0
长治久安,0,0,0,1,0,0
幽幽,0,1,0,0,0,0
年久失修,0,1,0,0,0,0
单刀直入,0,0,0,1,0,0
当紧,0,0,1,0,0,0
谲诈,0,1,0,0,0,0
靓丽,0,0,0,1,0,0
一表非凡,0,0,0,1,0,0
倾国倾城,0,0,0,1,0,0
腴,0,0,0,1,0,0
众口一词,0,0,0,1,0,0
能,0,0,0,1,0,0
芬芳,0,0,0,1,0,0
无畏,0,0,0,1,0,0
高层,0,0,0,1,0,0
规范,0,0,0,1,0,0
不平,0,1,1,0,0,0
缈,0,1,0,0,0,0
找茬,0,0,1,0,0,0
机巧,0,0,0,1,0,0
不动摇,0,0,0,1,0,0
穷奢极侈,0,1,0,0,0,0
作势,0,1,0,0,0,0
跪叩,0,0,0,0,1,0
鹤立鸡群,0,0,0,1,0,0
达,0,0,0,1,0,0
性命交关,0,0,0,1,0,0
不得体,0,1,0,0,0,0
变态,0,1,0,0,0,0
黢,0,1,0,0,0,0
炯炯有神,0,0,0,1,0,0
深沉,0,0,0,1,0,0
不文雅,0,1,0,0,0,0
体系化,0,0,0,1,0,0
羞愧,0,0,1,0,0,0
完,0,0,0,1,0,0
倔强,0,1,0,0,0,0
猴儿急,0,0,1,0,0,0
昏庸,0,1,0,0,0,0
眷念,0,0,0,0,1,0
性格外向,0,0,0,1,0,0
不泄气,0,0,0,1,0,0
声名大噪,0,0,0,1,0,0
基础,0,0,0,1,0,0
怀疑,0,0,1,0,0,0
毫无用处,0,1,0,0,0,0
可怖,0,1,0,0,0,0
蒙蒙胧胧,0,1,0,0,0,0
嗔怒,0,0,1,0,0,0
判断正确,0,0,0,1,0,0
清平,0,0,0,1,0,0
精辟,0,0,0,1,0,0
数得上,0,0,0,1,0,0
支柱性,0,0,0,1,0,0
松快,0,0,0,1,0,0
疼爱,0,0,0,0,1,0
白痴般,0,1,0,0,0,0
悬,0,1,1,0,0,0
萦念,0,0,0,0,1,0
错,0,1,0,0,0,0
忺,0,0,0,0,1,0
牵挂,0,0,0,0,1,0
难听,0,1,0,0,0,0
不大不小,0,0,0,1,0,0
瘦弱,0,1,0,0,0,0
神采焕发,0,0,0,1,0,0
惝恍,0,0,1,0,0,0
锦簇花团,0,0,0,1,0,0
睁一眼闭一眼,0,0,1,0,0,0
从头到尾,0,0,0,1,0,0
主张,0,0,0,0,0,1
穷极无聊,0,0,1,0,0,0
奇,1,0,0,0,0,0
低人一等,0,1,0,0,0,0
敬,0,0,0,1,1,0
舒舒服服,0,0,0,1,0,0
执迷不悟,0,1,0,0,0,0
渊博,0,0,0,1,0,0
重要,0,0,0,1,0,0
谲,0,1,0,0,0,0
标准,0,0,0,1,0,0
粗野,0,1,0,0,0,0
饶,0,0,1,1,0,0
简陋,0,1,0,0,0,0
儇,0,1,0,1,0,0
脱俗,0,0,0,1,0,0
不周,0,1,0,0,0,0
匀乎,0,0,0,1,0,0
心急如焚,0,0,1,0,0,0
平静,0,0,0,1,0,0
称誉,0,0,0,0,1,0
融洽,0,0,0,1,0,0
一无是处,0,1,0,0,0,0
敞开,0,0,0,1,0,0
高强度,0,0,0,1,0,0
患,0,0,1,0,0,0
兔子不吃窝边草,0,1,0,0,0,0
酷烈,0,1,0,0,0,0
丰沃,0,0,0,1,0,0
豪宕,0,0,0,1,0,0
怍,0,0,1,0,0,0
波澜壮阔,0,0,0,1,0,0
疙里疙瘩,0,1,0,0,0,0
有序,0,0,0,1,0,0
排场,0,0,0,1,0,0
不离儿,0,0,0,1,0,0
体惜,0,0,1,0,0,0
推,0,0,0,0,1,0
酬谢,0,0,0,0,1,0
强大,0,0,0,1,0,0
复合,0,1,0,0,0,0
不足轻重,0,1,0,0,0,0
风景如画,0,0,0,1,0,0
冷冷,0,1,0,0,0,0
垂怜,0,0,1,0,0,0
潜心,0,0,0,1,0,0
山明水秀,0,0,0,1,0,0
幽默滑稽,0,0,0,1,0,0
如痴如醉,0,0,0,0,1,0
贪,0,1,0,0,1,0
食而不化,0,1,0,0,0,0
功不可没,0,0,0,1,0,0
鲜明,0,0,0,1,0,0
挂漏,0,1,0,0,0,0
含怒,0,0,1,0,0,0
莫测高深,0,0,0,1,0,0
欢腾,0,0,0,0,1,0
越是,1,0,0,0,0,0
垢,0,1,0,0,0,0
迷宫般,0,1,0,0,0,0
深邃,0,0,0,1,0,0
齐楚,0,0,0,1,0,0
肆无忌惮,0,1,0,0,0,0
宽宥,0,0,1,0,0,0
勃,0,0,0,1,0,0
蓬头垢面,0,1,0,0,0,0
为人宽厚,0,0,0,1,0,0
戴,0,0,0,0,1,0
耿耿,0,0,0,1,0,0
狡狯,0,1,0,0,0,0
不成样子,0,1,0,0,0,0
富有成果,0,0,0,1,0,0
知书识礼,0,0,0,1,0,0
灯火阑珊,0,1,0,0,0,0
不努力,0,1,0,0,0,0
奶声奶气,0,1,0,0,0,0
心狠,0,1,0,0,0,0
疣赘,0,1,0,0,0,0
无吸引力,0,1,0,0,0,0
齐整,0,0,0,1,0,0
理由不充分,0,1,0,0,0,0
贪婪,0,1,0,0,0,0
婉娩,0,0,0,1,0,0
允许,0,0,0,0,1,0
楚楚可怜,0,0,0,1,0,0
最理想,0,0,0,1,0,0
超额,1,0,0,0,0,0
诟病,0,0,1,0,0,0
心毒,0,1,0,0,0,0
凄楚,0,1,0,0,0,0
铁杆儿,0,1,0,0,0,0
懂礼,0,0,0,1,0,0
嘈,0,1,0,0,0,0
行得通,0,0,0,1,0,0
艽,0,1,0,0,0,0
绝情,0,1,0,0,0,0
缥,0,0,0,1,0,0
自傲,0,1,0,0,0,0
敬仰,0,0,0,0,1,0
恶狠狠,0,1,0,0,0,0
丰,0,0,0,1,0,0
丧志,0,0,1,0,0,0
皱,0,1,0,0,0,0
耳熟,0,0,0,1,0,0
静幽幽,0,0,0,1,0,0
管,0,0,0,0,1,0
黯,0,1,0,0,0,0
消遣,0,0,0,1,0,0
诟,0,0,1,0,0,0
超级,0,0,0,1,0,0
戾,0,1,0,1,0,0
如鱼得水,0,0,0,1,0,0
和洽,0,0,0,1,0,0
低层,0,1,0,0,0,0
罪恶昭彰,0,1,0,0,0,0
酥松,0,1,0,0,0,0
不民主,0,1,0,0,0,0
实施得力,0,0,0,1,0,0
不冷不热,0,1,0,0,0,0
无稽,0,1,0,0,0,0
残败,0,1,0,0,0,0
委决不下,0,0,1,0,0,0
腻人,0,1,0,0,0,0
吝啬,0,1,0,0,0,0
深切,0,0,0,1,0,0
锬,0,0,0,1,0,0
敬重,0,0,0,0,1,0
一怔,0,0,1,0,0,0
忏,0,0,1,0,0,0
学识谫陋,0,1,0,0,0,0
妒火中烧,0,0,0,0,1,0
深,0,0,0,1,0,0
气忿,0,0,1,0,0,0
世界级,0,0,0,1,0,0
推尊,0,0,0,0,1,0
焕,0,0,0,1,0,0
偏心眼,0,1,0,0,0,0
俊秀,0,0,0,1,0,0
孤陋寡闻,0,1,0,0,0,0
伶仃,0,1,0,0,0,0
有门,0,0,0,1,0,0
倜傥不羁,0,0,0,1,0,0
淫邪,0,1,0,0,0,0
顽劣,0,1,0,0,0,0
绌,0,1,0,0,0,0
无眉目,0,1,0,0,0,0
无节制,0,1,0,0,0,0
得当,0,0,0,1,0,0
脏,0,1,0,0,0,0
猫哭老鼠,0,1,0,0,0,0
睿智,0,0,0,1,0,0
相安无事,0,0,0,1,0,0
明目张胆,0,0,0,1,0,0
怒火冲天,0,0,1,0,0,0
背光,0,1,0,0,0,0
怯,0,1,1,0,0,0
安澜,0,0,0,1,0,0
狡黠,0,1,0,0,0,0
大胆,0,0,0,1,0,0
恪,0,0,0,1,0,0
佩,0,0,0,0,1,0
无度,1,1,0,0,0,0
做得好,0,0,0,1,0,0
群魔乱舞,0,1,0,0,0,0
完美无疵,0,0,0,1,0,0
讲究,0,0,0,1,1,0
不够完善,0,1,0,0,0,0
越轨,0,1,0,0,0,0
没有好脸,0,0,1,0,0,0
逞性,0,1,0,0,0,0
这样,1,0,0,0,0,0
残虐,0,1,0,0,0,0
大意,0,1,0,0,0,0
穷匮,0,1,0,0,0,0
支离破碎,0,1,0,0,0,0
华丽,0,0,0,1,0,0
精选,0,0,0,1,0,0
高山仰止,0,0,0,0,1,0
毫无保留地,0,0,0,1,0,0
隐性,0,1,0,0,0,0
惊恐,0,0,1,0,0,0
嘴紧,0,0,0,1,0,0
确,0,0,0,1,0,0
坚贞不渝,0,0,0,1,0,0
惭愧,0,0,1,0,0,0
丕,0,0,0,1,0,0
憨,0,1,0,1,0,0
体力不支,0,1,0,0,0,0
揭不开锅,0,1,0,0,0,0
虚己,0,0,0,1,0,0
“很,1,0,0,0,0,0
宽容,0,0,0,1,0,0
卓跞,0,0,0,1,0,0
美味,0,0,0,1,0,0
应允,0,0,0,0,1,0
稚气,0,1,0,0,0,0
抱憾终身,0,0,1,0,0,0
体念,0,0,1,0,0,0
有失偏颇,0,1,0,0,0,0
忉,0,1,0,0,0,0
闪烁,0,1,0,0,0,0
手脚麻利,0,0,0,1,0,0
不合时令,0,1,0,0,0,0
耳热,0,0,1,0,0,0
红色,0,0,0,1,0,0
大面额,0,1,0,0,0,0
生死,0,0,0,1,0,0
茏葱,0,0,0,1,0,0
道道地地,0,0,0,1,0,0
恚,0,0,1,0,0,0
切身,0,0,0,1,0,0
真真切切,0,0,0,1,0,0
秽乱,0,1,0,0,0,0
消消停停,0,0,0,1,0,0
贤明,0,0,0,1,0,0
解气,0,0,1,0,0,0
山穷水尽,0,1,0,0,0,0
满,1,1,0,0,1,0
怒形于色,0,0,1,0,0,0
威,0,1,0,0,0,0
2.,0,0,0,0,0,1
凝神,0,0,0,1,0,0
精干,0,0,0,1,0,0
尴尬,0,0,1,0,0,0
不得了,1,1,0,0,0,0
工致,0,0,0,1,0,0
懵,0,1,0,0,0,0
守候,0,0,0,0,1,0
谨言慎行,0,0,0,1,0,0
浑浊,0,1,0,0,0,0
坑坑洼洼,0,1,0,0,0,0
忌,0,0,1,0,1,0
理智,0,0,0,1,0,0
熠熠,0,0,0,1,0,0
恤,0,0,1,0,0,0
风华正茂,0,0,0,1,0,0
留个心眼儿,0,0,0,0,1,0
清算,0,0,1,0,0,0
灵活机动,0,0,0,1,0,0
惊骇,0,0,1,0,0,0
倥偬,0,1,0,0,0,0
寡言,0,1,0,0,0,0
竹篮子打水一场空,0,1,0,0,0,0
忧思,0,0,1,0,0,0
粗重,0,1,0,0,0,0
黑,0,1,0,0,0,0
单纯,0,0,0,1,0,0
内向型,0,0,0,1,0,0
乱乱哄哄,0,1,0,0,0,0
艳羡,0,0,0,0,1,0
冷噤,0,1,0,0,0,0
佼佼,1,0,0,0,0,0
打心眼儿里,0,0,0,1,0,0
炅,0,0,0,1,0,0
尖锐,0,0,0,1,0,0
痴迷,0,0,0,0,1,0
酸不溜丢,0,1,0,0,0,0
凄酸,0,0,1,0,0,0
不苟,0,0,0,1,0,0
爱好,0,0,0,0,1,0
审慎,0,0,0,1,0,0
与虎谋皮,0,1,0,0,0,0
繁缛,0,1,0,0,0,0
一语双关,0,0,0,1,0,0
有盼,0,0,0,1,0,0
鹤发童颜,0,0,0,1,0,0
出奇,1,0,0,0,0,0
持正不阿,0,0,0,1,0,0
无上,0,0,0,1,0,0
抬举,0,0,0,0,1,0
一塌糊涂,0,1,0,0,0,0
有血气,0,0,0,1,0,0
超群,0,0,0,1,0,0
高洁,0,0,0,1,0,0
随心,0,0,0,0,1,0
朴素,0,0,0,1,0,0
宛转,0,0,0,1,0,0
活生生,0,0,0,1,0,0
跌荡,0,0,0,1,0,0
火冒三丈,0,0,1,0,0,0
合口味,0,0,0,1,0,0
善始善终,0,0,0,1,0,0
粗制滥造,0,1,0,0,0,0
穷困,0,1,0,0,0,0
给面子,0,0,0,0,1,0
惊讶,0,0,1,0,0,0
淡,0,1,0,0,0,0
毅,0,0,0,1,0,0
爽快,0,0,0,1,1,0
原,0,0,1,0,0,0
通俗易懂,0,0,0,1,0,0
贤达,0,0,0,1,0,0
火,0,0,1,1,0,0
辣,0,1,0,0,0,0
红得发紫,0,0,0,1,0,0
稍许,1,0,0,0,0,0
锐意,0,0,0,1,0,0
黄熟,0,0,0,1,0,0
无辜,0,0,0,1,0,0
富有,0,0,0,1,0,0
癫狂,0,1,0,0,0,0
清洁卫生,0,0,0,1,0,0
疚愧,0,0,1,0,0,0
驽,0,1,0,0,0,0
恻隐,0,0,1,0,0,0
荣幸,0,0,0,1,0,0
何止,1,0,0,0,0,0
死一般,0,1,0,0,0,0
有心,0,0,0,0,1,0
赤,0,0,0,1,0,0
凭白无故,0,1,0,0,0,0
丰茂,0,0,0,1,0,0
清切,0,0,0,1,0,0
经心,0,0,0,1,0,0
胸无点墨,0,1,0,0,0,0
暗沉沉,0,1,0,0,0,0
繁茂,0,0,0,1,0,0
失落,0,1,0,0,0,0
娉婷,0,0,0,1,0,0
直率,0,0,0,1,0,0
闹,0,1,0,0,0,0
熟识,0,0,0,1,0,0
引人瞩目,0,0,0,1,0,0
very,1,0,0,0,0,0
悲恸,0,0,1,0,0,0
娓娓,0,0,0,1,0,0
沉寂,0,0,0,1,0,0
鸡犬不惊,0,0,0,1,0,0
整齐划一,0,0,0,1,0,0
金闪闪,0,0,0,1,0,0
光滑滑,0,0,0,1,0,0
龌龊,0,1,0,0,0,0
锲而不舍,0,0,0,1,0,0
不要紧,0,1,0,0,0,0
刁,0,1,0,0,0,0
洁身自好,0,1,0,0,0,0
不善交际,0,1,0,0,0,0
虚妄,0,1,0,0,0,0
风行,0,0,0,1,0,0
可悲,0,1,0,0,0,0
希,0,0,0,0,1,0
平易近人,0,0,0,1,0,0
灼然无疑,0,0,0,1,0,0
养尊处优,0,0,0,1,0,0
聒,0,1,0,0,0,0
安稳,0,0,0,1,0,0
怛,0,0,1,0,0,0
颂,0,0,0,0,1,0
投机,0,1,0,1,0,0
孑然一身,0,1,0,0,0,0
恋恋不舍,0,0,0,0,1,0
原封,0,0,0,1,0,0
轻柔,0,0,0,1,0,0
有效,0,0,0,1,0,0
有难度,0,1,0,0,0,0
闵,0,0,1,0,0,0
急进,0,0,0,1,0,0
迷迷茫茫,0,1,0,0,0,0
做贼心虚,0,0,1,0,0,0
痛不欲生,0,0,1,0,0,0
匀,0,0,0,1,0,0
荒诞,0,1,0,0,0,0
孑身,0,1,0,0,0,0
实则,0,0,0,1,0,0
不像话,0,1,0,0,0,0
皱皱巴巴,0,1,0,0,0,0
风骚,0,1,0,0,0,0
老朽,0,1,0,0,0,0
施礼,0,0,0,0,1,0
阴暗,0,1,0,0,0,0
心里堵得慌,0,0,1,0,0,0
撑台面,0,0,0,0,1,0
难人,0,1,0,0,0,0
所谓,0,1,0,0,0,0
烦冗,0,1,0,0,0,0
艰涩,0,1,0,0,0,0
便捷,0,0,0,1,0,0
私自,0,1,0,0,0,0
窳惰,0,1,0,0,0,0
急公好义,0,0,0,1,0,0
力透纸背,0,0,0,1,0,0
技高一筹,0,0,0,1,0,0
细小,0,1,0,0,0,0
横,0,1,0,0,0,0
天赐,0,0,0,1,0,0
小巧玲珑,0,0,0,1,0,0
一锅粥,0,1,0,0,0,0
白搭,0,1,0,0,0,0
韧,0,0,0,1,0,0
奚落,0,0,1,0,0,0
直截,0,0,0,1,0,0
风趣,0,0,0,1,0,0
乱烘烘,0,1,0,0,0,0
令人信服,0,0,0,1,0,0
不打紧,0,1,0,0,0,0
神志委靡,0,1,0,0,0,0
不足挂齿,0,1,0,0,0,0
变通,0,0,0,1,0,0
到,0,0,0,1,0,0
悒闷,0,0,1,0,0,0
至尊至贵,0,0,0,1,0,0
世俗,0,1,0,0,0,0
宏大,0,0,0,1,0,0
傻头傻脑,0,1,0,0,0,0
正好,0,0,0,1,0,0
无补于事,0,1,0,0,0,0
言之无物,0,1,0,0,0,0
安宁,0,0,0,1,0,0
蛮横无理,0,1,0,0,0,0
颐指气使,0,1,0,0,0,0
平衡,0,0,0,1,0,0
淫猥,0,1,0,0,0,0
自卑,0,0,0,1,0,0
充分,1,0,0,0,0,0
冷酷,0,1,0,0,0,0
忘我,0,0,0,1,0,0
乌压压,0,1,0,0,0,0
嘈杂,0,1,0,0,0,0
孑,0,1,0,0,0,0
显见,0,0,0,1,0,0
刚硬,0,0,0,1,0,0
气度不凡,0,0,0,1,0,0
夸诞,0,1,0,0,0,0
难相处,0,1,0,0,0,0
百孔千疮,0,1,0,0,0,0
竭蹶,0,1,0,0,0,0
杏眼圆睁,0,0,1,0,0,0
纯粹,0,0,0,1,0,0
清澈,0,0,0,1,0,0
不真诚,0,1,0,0,0,0
学识渊博,0,0,0,1,0,0
摇摇欲坠,0,1,0,0,0,0
会,0,0,0,1,0,0
可恨,0,1,0,0,0,0
皱巴,0,1,0,0,0,0
下三烂,0,1,0,0,0,0
世情冷暖,0,1,0,0,0,0
委屈,0,0,1,0,0,0
心地狭窄,0,1,0,0,0,0
拜拜,0,0,0,0,1,0
受看,0,0,0,1,0,0
憎恨,0,0,1,0,0,0
顶事,0,0,0,1,0,0
闻名,0,0,0,1,0,0
脆美,0,0,0,1,0,0
忠耿,0,0,0,1,0,0
当面,0,0,0,1,0,0
信得过,0,0,0,1,0,0
丧心病狂,0,1,0,0,0,0
片面,0,1,0,0,0,0
愀,0,0,1,1,0,0
鬼头鬼脑,0,1,0,0,0,0
颇为重要,0,0,0,1,0,0
目空一切,0,1,0,0,0,0
数不着,0,1,0,0,0,0
上等,0,0,0,1,0,0
上乘,0,0,0,1,0,0
没受过教育,0,1,0,0,0,0
